Vitamin C (mg per 100g),Vitamin B11 (mg per 100g),Sodium (mg per 100g),Calcium (mg per 100g),Carbohydrates (g per 100g),food,Iron (mg per 100g),Calories (kcal per 100g),Sugars (g per 100g),Dietary Fiber (g per 100g),Fat (g per 100g),Protein (g per 100g),preparation,micronutrient_density,clusters
0.082,0.086,0.018,2.8,0.073,margarine with yoghurt,0.027,88.0,0.0,0.0,9.8,0.058,other,24.95056332556332,0
0.4,0.005,0.065,10.2,3.7,sunflower seed butter,0.7,99.0,1.7,0.9,8.8,2.8,other,6.432271432271432,0
0.0,0.0,0.0,0.0,0.0,hazelnut oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,cod liver fish oil,0.0,123.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,sardine oil,0.0,123.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,cupu assu oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,lard,0.0,115.0,0.0,0.0,12.8,0.0,other,0.0,0
0.0,0.002,0.031,153.6,3.8,sesame butter,3.1,94.0,0.0,0.9,8.1,2.9,other,31.422985997454084,0
0.0,0.067,0.019,0.6,0.1,margarine spread,0.078,59.0,0.0,0.0,6.7,0.082,other,29.20252064319861,0
0.0,0.0,0.0,0.0,0.0,lard vegetable oil,0.0,115.0,0.0,0.0,12.8,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,shortening,0.0,113.0,0.0,0.0,12.8,0.0,other,0.0,0
0.092,0.052,0.081,2.9,0.1,vegetable oil spread,0.0,75.0,0.0,0.0,8.4,0.007,other,17.767065527065522,0
0.0,0.0,0.0,0.0,0.0,cottonseed oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.051,0.004,0.1,5.7,0.4,vegetable oil spread fat free,0.041,6.0,0.0,0.0,0.5,0.2,other,28.71509971509972,0
0.051,0.006,0.1,0.0,0.0,soy margarine,0.0,88.0,0.0,0.0,9.9,0.0,other,1.7689393939393938,0
0.036,0.001,0.1,0.068,0.017,margarine with salt,0.0,100.0,0.0,0.0,11.3,0.031,other,0.2952307692307692,0
0.076,0.084,0.091,0.059,0.018,margarine,0.0,102.0,0.0,0.0,11.5,0.037,other,20.675473437238143,0
0.0,0.0,0.0,0.0,0.0,salmon fish oil,0.0,123.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.017,0.037,55.5,3.0,almond butter,0.6,98.0,0.7,1.6,8.9,3.4,other,12.094453165881738,0
0.0,0.0,0.0,0.0,1.0,sour cream shoprite,0.0,60.0,0.014,0.0,5.0,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,ucuhuba butter oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,chicken fat,0.0,115.0,0.0,0.0,12.8,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,herring fish oil,0.0,123.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.009,0.0,0.0,bacon grease,0.0,39.0,0.0,0.0,4.3,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,turkey fat,0.0,45.0,0.0,0.0,5.0,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,beef tallow,0.0,115.0,0.0,0.0,12.8,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,goose fat,0.0,45.0,0.0,0.0,5.0,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,duck fat,0.0,44.0,0.0,0.0,5.0,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,mutton tallow,0.0,45.0,0.0,0.0,5.0,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,grapeseed oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,almond oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.1,0.0,sunflower oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.00641025641025641,0
0.0,0.099,0.071,6.9,4.4,cashew butter,0.8,94.0,0.8,0.3,7.9,2.8,other,31.622567739589012,0
0.0,0.0,0.0,0.088,0.0,canola oil,0.0,124.0,0.0,0.0,14.0,0.0,other,0.005459057071960298,0
0.0,0.0,0.0,0.0,0.0,teaseed oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,avocado oil,0.0,124.0,0.0,0.0,14.0,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,vegetable palm kernel oil,0.0,117.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.029,0.0,coconut oil,0.0,117.0,0.0,0.0,13.6,0.0,other,0.0019066403681788301,0
0.0,0.0,0.0,0.0,0.0,safflower oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.073,0.0,vegetable oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.004679487179487179,0
0.0,0.0,0.0,0.0,0.0,apricot kernel oil,0.0,40.0,0.0,0.0,4.5,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,peanut oil,0.004,119.0,0.0,0.0,13.5,0.0,other,0.018674136321195148,0
0.0,0.0,0.0,0.0,0.0,poppyseed oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.1,0.0,flaxseed oil,0.0,120.0,0.0,0.0,13.6,0.086,other,0.00641025641025641,0
0.0,0.0,0.0,0.0,0.0,wheat germ oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,sesame oil,0.0,40.0,0.0,0.0,4.5,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,corn granola oil,0.0,124.0,0.0,0.0,14.0,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,cocoa butter oil,0.0,120.0,0.0,0.0,13.6,0.0,other,0.0,0
0.0,0.0,0.004,0.1,0.0,olive oil,0.092,119.0,0.0,0.0,13.5,0.0,other,0.43596925949867127,0
0.0,0.0,0.098,0.033,0.0,palm kernel oil,0.0,40.0,0.0,0.0,4.5,0.0,other,0.006346153846153847,0
0.0,0.0,0.0,0.0,0.0,mustard oil,0.0,124.0,0.0,0.0,14.0,0.0,other,0.0,0
0.0,0.0,0.0,0.0,0.0,rice bran oil,0.001,120.0,0.0,0.0,13.6,0.0,other,0.00462962962962963,0
0.0,0.2,0.06,28.6,62.9,vegetable macaroni dry,3.6,308.0,0.0,3.6,0.9,11.0,other,23.441558441558445,1
0.0,0.048,0.5,11.2,37.5,chow mein noodles,2.6,257.0,0.5,1.5,9.9,5.9,other,10.62489607236689,6
0.0,0.045,0.015,14.7,35.7,vegetable macaroni cooked,0.7,172.0,1.5,5.8,0.1,6.1,cooked,9.459103557940766,6
0.0,0.048,0.027,4.2,83.2,corn pasta dry,1.0,375.0,0.0,11.6,2.2,7.8,other,4.767635327635328,1
0.0,0.029,0.095,13.3,27.1,egg noodles dry,0.7,146.0,0.7,1.3,1.7,5.4,other,8.330113569839597,6
0.0,0.024,0.002,11.3,21.2,whole wheat spaghetti dry,1.0,98.0,0.0,0.0,0.4,4.1,other,12.678353392639108,6
0.0,0.023,0.2,9.9,21.1,japanese soba noodles dry,0.8,95.0,0.0,0.0,0.2,4.1,other,11.532613585245164,6
0.0,0.091,0.006,5.1,23.6,rice noodles dry,0.2,103.0,0.0,0.5,0.2,1.0,other,23.547008547008545,6
0.0,0.007,0.094,16.4,21.2,spinach spaghetti dry,0.6,105.0,0.8,3.0,0.4,3.8,other,6.042735042735043,6
0.029,0.2,0.027,0.0,20.1,egg noodles cooked,0.051,110.0,0.3,1.0,1.7,3.6,cooked,45.74141414141414,6
0.0,0.039,0.3,14.1,48.5,japanese somen noodles cooked,0.9,231.0,0.0,0.0,0.3,7.0,cooked,6.854811854811854,6
0.0,0.023,0.028,42.0,78.8,whole wheat macaroni dry,3.8,365.0,0.0,8.7,1.5,15.4,other,8.244350778597354,1
0.0,0.0,0.0,0.0,4.1,pasta marinara and ground beef sauce,0.0,41.0,1.0,0.5,1.6,2.5,other,0.0,0
0.0,0.2,0.097,22.1,78.4,macaroni raw,3.5,390.0,2.8,3.4,1.6,13.7,raw,18.242165242165242,1
0.0,0.061,0.09,5.9,21.1,spaghetti dry,0.9,105.0,0.8,0.9,0.4,3.7,other,19.71794871794872,6
0.0,0.0,0.0,0.0,3.4,fusilli cucina,0.0,100.0,0.041,0.0,0.4,0.0,other,0.0,0
0.0,0.028,0.5,6.5,21.0,japanese somen noodles dry,0.4,101.0,0.0,1.2,0.2,3.2,other,9.625962596259626,6
0.0,0.1,0.073,13.8,57.3,pasta cooked,2.6,301.0,0.0,0.0,2.4,11.8,cooked,13.457137178067411,1
0.089,0.4,0.071,0.0,43.2,macaroni cooked,0.1,221.0,0.8,2.5,1.3,8.1,cooked,45.54499748617396,6
0.0,0.083,0.096,21.3,26.7,spinach egg noodles dry,1.6,145.0,0.0,2.6,1.7,5.6,other,21.570586501620983,6
0.0,0.022,0.1,4.6,24.4,japanese soba noodles cooked,0.5,113.0,0.0,0.0,0.1,5.8,cooked,7.638605249224718,6
0.0,0.009,0.075,7.0,42.3,rice noodles cooked,0.2,190.0,0.052,1.8,0.4,3.2,cooked,2.052406657669815,6
0.0,0.039,0.057,21.0,37.2,whole wheat macaroni cooked,1.5,174.0,1.1,3.9,0.8,7.5,cooked,11.321102269378128,6
0.1,0.6,0.089,0.0,71.0,spaghetti cooked,0.2,363.0,1.3,4.1,2.1,13.3,cooked,27.88490970309152,1
0.0,0.081,0.091,21.0,37.2,whole wheat spaghetti cooked,1.5,174.0,1.1,6.3,0.8,7.5,cooked,17.35558502799882,6
0.3,0.062,0.4,191.3,24.7,waffle,1.7,218.0,0.0,0.0,10.6,5.9,other,18.345487336313024,6
0.0,0.038,0.004,12.5,8.3,baked taco shell,0.2,61.0,0.2,0.9,2.7,0.8,other,18.971556676474705,0
0.034,0.068,0.2,0.054,30.2,blueberry muffin,0.063,214.0,17.9,0.6,9.2,2.6,other,8.127070852304497,6
0.0,0.1,0.8,197.6,77.7,bread crumbs,5.2,427.0,6.7,4.9,5.7,14.4,other,16.180067655477494,1
0.0,0.019,0.1,16.1,15.0,warm cinnamon roll mcdonalds,0.5,113.0,7.0,0.5,5.1,2.0,other,7.757733908176384,0
0.0,0.043,0.3,48.8,33.7,corn muffin,1.9,201.0,11.7,2.2,5.5,3.9,other,12.467364034528211,6
0.0,0.2,0.9,137.9,98.4,tortilla,7.5,467.0,5.4,4.7,1.9,14.3,other,21.900291000933404,1
0.0,0.057,0.4,38.4,25.4,croutons seasoned,1.1,186.0,1.8,2.0,7.3,4.3,other,12.53492326072971,6
0.0,0.045,0.2,98.7,16.0,buttermilk waffle,2.2,102.0,1.5,0.9,3.1,2.4,other,30.455421484833252,0
0.0,0.065,0.4,79.9,24.1,flour tortilla,1.6,146.0,1.3,1.2,3.7,3.9,other,21.42811146235804,6
0.2,0.062,0.082,13.1,6.2,glazed donut,0.3,55.0,3.0,0.3,3.0,0.8,other,33.44832944832945,0
0.0,0.036,0.075,19.4,10.7,corn tortilla,0.3,52.0,0.2,1.5,0.7,1.4,other,23.38264299802761,0
0.2,0.094,0.3,114.0,23.6,muffin,1.4,169.0,0.0,1.5,6.5,3.9,other,23.827947200728264,6
0.0,0.061,0.035,6.1,5.9,croutons,0.3,33.0,0.0,0.4,0.5,1.0,other,52.68453768453769,0
0.0,0.086,0.4,21.3,33.2,donut with jelly filling,1.5,289.0,17.9,0.8,15.9,5.0,other,10.889894419306183,6
1.7,0.003,0.3,59.8,42.2,sweet cinnamon rolls,1.3,309.0,26.3,2.0,13.6,5.1,other,4.679971233369292,1
0.0,0.09,0.067,10.7,8.2,oat bran muffin,0.7,46.0,1.4,0.8,1.3,1.2,other,59.15644741731697,0
0.0,0.062,0.1,10.7,24.4,french cruller donut,1.0,169.0,14.4,0.5,7.5,1.3,other,12.945936377889039,6
0.1,0.031,0.2,83.2,10.8,pancakes,0.7,86.0,0.0,0.0,3.7,2.4,other,21.104651162790695,0
0.041,0.059,0.1,127.8,34.4,chocolate donut,1.4,250.0,19.2,1.3,11.9,2.7,other,12.961641025641027,6
0.1,0.06,0.2,77.9,28.8,sweet cheese rolls,0.5,238.0,0.0,0.8,12.1,4.7,other,10.034116210586799,6
0.2,0.02,0.1,31.5,11.2,eclair,0.9,234.0,2.0,0.4,19.2,4.4,other,5.4039739937175835,0
0.0,0.02,0.3,21.3,25.5,donut with cream filling,1.6,307.0,12.4,0.7,20.8,5.4,other,5.057768868843787,6
0.0,0.051,0.2,5.6,37.1,fruit toaster pastry,2.0,209.0,14.8,0.5,5.6,2.4,other,11.622909254488201,6
0.027,0.082,0.2,27.0,22.9,donut,0.5,192.0,0.0,0.7,10.3,2.3,other,13.221198361823363,6
0.2,0.094,0.3,110.0,12.9,pancakes whole wheat,1.4,92.0,0.0,1.2,2.9,3.7,other,43.436454849498325,0
0.0,0.0,0.2,26.5,22.3,keikitos,1.1,196.0,10.8,0.5,10.6,2.9,other,4.1579452293738015,6
0.01,0.007,0.05,0.041,5.2,zwieback,0.083,30.0,0.9,0.2,0.7,0.7,other,7.417920227920227,0
0.2,0.077,0.099,4.3,9.2,chocolate coated donut,0.7,81.0,4.8,0.3,4.5,0.9,other,29.249234989975726,0
0.0,0.023,0.2,101.3,16.3,waffle toasted,2.3,103.0,1.7,0.8,3.2,2.4,other,25.55348103891793,0
0.017,0.063,0.2,17.0,34.1,cinnamon toaster pastry,2.0,206.0,0.0,0.5,7.1,2.6,other,13.683345780433159,6
0.0,0.082,0.2,26.6,17.2,wheat bran bread,1.1,89.0,3.5,1.4,1.2,3.2,other,32.19917410928647,6
0.038,0.2,0.1,0.081,14.3,white bread,0.04,77.0,1.6,0.8,1.0,2.6,other,65.28659118659118,0
0.0,0.066,0.1,19.5,11.9,oat bran bread,0.9,71.0,2.3,1.4,1.3,3.1,other,32.3943661971831,0
0.0,0.0,0.0,0.0,0.0,whole wheat bread natures own,0.0,50.0,0.0,0.0,1.0,0.0,other,0.0,0
0.0,0.0,0.0,0.0,15.3,high protein bread dr zaks,0.0,152.0,0.6,0.0,3.0,0.0,other,0.0,0
0.062,0.1,0.1,0.026,13.8,wheat bread,0.066,79.0,1.7,1.2,1.3,3.1,other,32.19943741209564,0
0.0,0.066,0.2,37.7,19.5,egg bread toasted,1.2,117.0,0.7,0.9,2.4,3.9,other,22.279202279202277,6
0.0,0.0,0.0,0.0,2.0,butter toastbrot ja,0.0,66.0,0.4,0.0,0.9,0.0,other,0.0,0
0.095,0.037,0.2,13.6,18.0,vienna bread toasted,1.1,93.0,1.0,0.9,0.6,3.8,other,17.755720981527432,6
0.095,0.08,0.2,14.1,18.1,vienna bread,1.2,92.0,0.8,0.8,0.6,3.8,other,30.279171311780008,6
0.0,0.043,0.008,23.6,8.3,protein bread,0.8,47.0,0.3,0.6,0.4,2.3,other,36.19112565921077,0
1.0,0.073,0.2,12.0,31.1,banana bread,0.8,186.0,0.0,0.6,6.0,2.5,other,13.294963698189505,6
0.0,0.063,0.081,18.6,11.7,rice bran bread,1.0,66.0,1.3,1.3,1.2,2.4,other,34.44897694897695,0
0.0,0.0,0.0,0.0,18.0,white fibre wonder bread,0.0,95.0,2.0,1.5,1.0,3.5,other,0.0,6
0.0,0.038,0.3,20.0,20.4,focaccia,1.8,142.0,1.0,1.0,4.5,5.0,other,14.81581798483207,6
0.0,0.035,0.1,19.2,11.8,oat bran bread toasted,0.9,70.0,2.3,1.3,1.3,3.1,other,21.752747252747255,0
0.1,0.037,0.2,23.4,15.5,rye bread,0.9,83.0,1.2,1.9,1.1,2.7,other,19.47121820615796,0
0.033,0.059,0.2,24.9,13.5,wheat germ bread,1.0,73.0,1.0,0.6,0.8,2.7,other,30.48987238028334,0
0.0,0.023,0.049,23.1,8.2,protein bread toasted,0.8,46.0,0.2,0.6,0.4,2.2,other,26.024712002972876,0
0.0,0.064,0.1,17.8,13.1,oatmeal bread,0.7,73.0,2.2,1.1,1.2,2.3,other,29.120711860437886,0
0.0,0.0,0.3,87.2,36.4,arepa,1.0,215.0,0.9,2.5,5.3,5.4,other,5.703836215464122,6
0.1,0.077,0.1,20.9,16.5,raisin bread toasted,0.9,86.0,1.8,1.4,1.4,2.5,other,30.196283045120246,0
0.0,0.011,0.2,12.2,14.0,cracked wheat bread,0.8,74.0,0.0,1.6,1.1,2.5,other,10.99041349041349,0
0.095,0.034,0.2,11.6,17.9,garlic bread,1.3,151.0,1.6,1.1,7.1,3.6,other,11.072904284824816,6
0.047,0.039,0.2,23.2,15.4,rye bread toasted,0.9,82.0,1.2,1.9,1.0,2.7,other,20.22785074004586,0
0.0,0.084,0.2,15.2,23.6,whole wheat bread,1.4,128.0,1.8,2.8,2.5,3.9,other,23.396100427350426,6
0.0,0.012,0.2,15.1,23.7,whole wheat bread toasted,1.4,128.0,1.8,2.8,2.5,3.9,other,9.327590811965813,6
0.8,0.038,0.1,54.2,35.5,pan dulce bread,1.8,231.0,7.9,1.4,7.3,5.9,other,10.63122063122063,6
0.0,0.064,0.026,18.8,11.8,rice bran bread toasted,1.0,66.0,1.3,1.3,1.3,2.4,other,34.85107485107485,0
0.0,0.068,0.1,4.2,15.4,pita bread whole wheat,0.9,74.0,0.2,2.1,0.7,2.7,other,30.166320166320165,0
0.03,0.084,0.2,25.0,13.6,wheat germ bread toasted,1.0,73.0,1.0,0.6,0.8,2.7,other,39.057487413651806,0
0.0,0.06,0.2,17.7,12.4,pumpernickel bread,0.7,65.0,0.1,1.7,0.8,2.3,other,31.154503616042078,0
0.0,0.2,0.5,86.6,73.4,frybread,6.1,502.0,3.1,0.0,18.6,10.2,other,18.037933735144893,1
0.0,0.005,0.2,33.7,15.4,white bread toasted,0.9,83.0,1.3,0.7,1.1,2.5,other,10.653382761816497,0
0.0,0.0,0.028,51.5,20.2,piki bread,1.7,109.0,0.4,2.6,2.0,2.5,other,12.29906688622285,6
0.008,0.048,0.1,39.6,13.4,wheat bread toasted,1.0,75.0,1.5,1.1,1.0,3.1,other,27.480797720797717,0
0.0,0.012,0.3,51.6,33.4,pita bread,1.6,165.0,0.8,1.3,0.7,5.5,other,9.61098161098161,6
0.084,0.059,0.1,0.072,15.1,potato bread,0.072,85.0,3.0,2.0,1.0,4.0,other,17.93984917043741,0
0.0,0.066,0.2,37.2,19.1,egg bread,1.2,115.0,0.7,0.9,2.4,3.8,other,22.633221850613154,6
0.004,0.079,0.1,18.0,13.2,oatmeal bread toasted,0.7,73.0,2.2,1.1,1.2,2.3,other,34.284861257463994,0
0.0,0.007,0.4,43.2,21.5,cheese bread,1.2,196.0,1.0,1.0,10.0,5.0,other,5.989665096807954,6
0.0,0.085,0.2,21.5,15.1,pumpernickel bread toasted,0.9,80.0,0.2,2.1,1.0,2.8,other,34.87980769230769,0
0.052,0.037,0.1,21.1,16.7,raisin bread,0.9,88.0,1.8,1.4,1.4,2.5,other,18.103243978243977,0
0.0,0.027,0.1,18.8,14.8,pumpernickel roll,0.8,77.0,0.1,1.5,0.8,3.0,other,16.416361416361415,0
0.2,0.03,0.047,4.9,14.4,cinnamon raisin bagel,1.0,71.0,1.6,0.6,0.4,2.5,other,19.231973034789934,0
0.0,0.054,0.2,101.5,25.5,english muffin,1.6,127.0,0.9,2.6,1.1,5.0,other,23.77683558785921,6
0.0,0.008,0.3,12.9,22.8,rye dinner roll,1.2,123.0,0.5,2.1,1.5,4.4,other,7.852824682092974,6
0.0,0.091,0.2,174.9,26.7,english muffin whole wheat,1.6,134.0,5.3,4.4,1.4,5.8,other,33.65129480801123,6
0.0,0.032,0.1,29.7,14.3,dinner roll whole wheat,0.7,74.0,2.4,2.1,1.3,2.4,other,19.153384153384152,0
0.0,0.059,0.1,49.3,12.9,dinner roll,1.0,76.0,0.5,1.1,1.8,2.4,other,31.707714799820057,0
0.048,0.2,0.2,0.008,21.1,hotdog roll,0.095,117.0,3.1,0.8,1.6,4.1,other,43.2322448681423,6
0.1,0.4,0.4,0.019,47.9,bagel,0.2,245.0,6.0,4.0,1.5,10.0,other,41.315789290075,1
0.1,0.053,0.4,8.3,36.8,oat bran bagel,2.1,176.0,1.1,2.5,0.8,7.4,other,14.583090520590519,6
0.0,0.0,0.0,0.0,0.0,pain au chocolat de la boulangerie,0.0,235.0,0.0,0.0,12.0,0.0,other,0.0,0
0.2,0.016,0.1,3.4,13.8,egg bagel,1.0,72.0,0.0,0.6,0.5,2.8,other,13.94349477682811,0
0.9,0.041,0.2,102.4,27.4,english muffin toasted,2.4,140.0,1.8,1.5,1.1,5.4,other,23.185897435897438,6
0.0,0.089,0.2,175.7,26.9,english muffin whole wheat toasted,1.6,135.0,5.4,4.5,1.4,5.9,other,33.07723963279519,6
0.2,0.006,0.6,237.4,45.0,biscuit,2.9,357.0,2.2,1.5,16.5,7.1,other,10.110608345902463,1
0.0,0.07,0.2,34.6,19.1,french roll,1.0,105.0,0.1,1.2,1.6,3.3,other,24.492470492470495,6
0.0,0.076,0.1,28.1,13.3,oat bran dinner roll,1.4,78.0,2.2,1.4,1.5,3.1,other,37.10168748630287,0
0.0,0.016,0.002,4.2,8.2,pecan shortbread cookies,0.3,76.0,0.0,0.3,4.6,0.7,other,7.881241565452092,0
0.1,0.051,0.1,9.3,17.2,oatmeal cookies,0.6,113.0,6.2,0.7,4.5,1.6,other,14.964450495423945,0
0.0,0.038,0.8,34.7,81.1,chocolate wafers,4.5,485.0,33.2,3.8,15.9,7.4,other,7.663758921490879,1
0.0,0.045,0.3,38.4,58.9,vanilla wafers low fat,1.9,353.0,30.0,1.5,12.2,4.0,other,7.0139948185273955,1
0.0,0.046,0.058,9.6,18.7,chocolate chip cookies mcdonalds,1.1,136.0,9.6,0.6,6.4,1.6,other,13.492332830568124,6
0.0,0.0,0.012,5.4,5.4,gingersnap cookies,0.4,29.0,1.4,0.2,0.7,0.4,other,9.095195991747715,0
0.0,0.0,0.0,0.0,0.8,biscotti abbracci mulino bianco,0.0,54.0,0.051,0.0,2.6,0.4,other,0.0,0
0.052,0.093,0.047,0.036,9.3,chocolate chip cookie,0.049,63.0,5.3,0.3,2.8,0.5,other,37.43296703296703,0
0.0,0.046,0.2,17.4,38.3,brownie,1.4,243.0,22.0,1.3,9.8,2.9,other,8.484049101333053,6
0.0,0.05,0.097,2.8,5.2,shortbread cookies,0.2,40.0,1.2,0.1,1.9,0.5,other,34.56623931623931,0
0.078,0.069,0.022,15.0,10.3,oatmeal cookies with raisins,0.4,65.0,0.0,0.0,2.4,1.0,other,31.865746219592374,0
0.093,0.038,0.098,7.4,9.2,peanut butter sandwich cookies,0.4,67.0,5.0,0.3,3.0,1.2,other,18.499681081770632,0
0.091,0.028,0.007,3.2,10.2,sugar cookies,0.3,72.0,5.7,0.1,3.2,0.8,other,12.519349477682809,0
0.0,0.019,0.067,8.1,9.3,chocolate covered graham crackers,0.5,68.0,5.8,0.4,3.2,0.8,other,11.986551030668679,0
0.1,0.074,0.077,6.9,10.2,raisin cookies,0.3,60.0,7.1,0.2,2.0,0.6,other,34.68091168091168,0
0.0,0.067,0.045,1.5,4.3,vanilla wafers,0.1,28.0,0.0,0.1,1.2,0.3,other,62.21764346764348,0
0.0,0.013,0.4,20.2,64.5,graham crackers,3.1,355.0,26.1,2.4,8.5,5.8,other,6.204526303117851,1
0.032,0.092,0.1,7.8,11.8,peanut butter cookies,0.4,95.0,0.0,0.0,4.8,1.8,other,27.218713450292398,0
0.0,0.036,0.044,4.1,10.8,vanilla sandwich cookie,0.3,72.0,5.9,0.2,3.0,0.7,other,15.252849002849,0
0.0,0.069,0.06,2.7,7.1,sugar wafers with creme filling,0.4,51.0,4.3,0.2,2.3,0.4,other,38.588067705714764,0
0.0,0.039,0.3,20.0,18.6,cheese puffs,0.7,197.0,1.1,0.6,12.8,2.1,other,7.704238795609353,6
0.062,0.075,0.067,0.059,2.2,saltine crackers,0.025,13.0,0.063,0.022,0.3,0.3,other,145.86397107166334,0
0.4,0.002,0.014,23.4,13.5,trail mix,0.9,139.0,0.0,0.0,8.8,4.1,other,5.5715427657873695,0
0.0,0.079,0.3,0.8,17.8,corn cones,0.7,144.0,0.0,0.3,7.6,1.6,other,16.458630104463435,6
0.076,0.094,0.037,8.1,7.8,chocolate pretzels,0.2,50.0,0.0,0.0,1.8,0.8,other,50.63726495726495,0
0.0,0.041,0.001,11.4,8.9,french toast sticks,0.4,73.0,2.1,0.3,3.8,1.3,other,18.286500409788083,0
0.087,0.081,0.1,0.036,9.8,crackers,0.011,82.0,1.3,0.4,4.2,1.1,other,24.89091098603294,0
0.0,0.006,0.09,17.0,4.7,sesame sticks,0.055,54.0,0.084,0.3,3.7,1.1,other,5.765273820829376,0
0.009,0.039,0.065,0.026,4.2,cheese crackers,0.032,34.0,0.3,0.2,1.6,0.8,other,29.23464052287581,0
0.037,0.038,0.1,15.3,14.6,oriental rice cracker mix,0.7,143.0,0.8,3.7,7.2,4.9,other,10.214631522323828,6
0.0,0.022,0.2,5.5,17.1,breadsticks,1.1,103.0,0.3,0.8,2.4,3.0,other,11.683677703095178,0
0.017,0.056,0.095,18.9,7.7,milk crackers,0.4,50.0,1.8,0.2,1.7,0.8,other,35.38991452991453,0
0.0,0.088,0.002,6.4,22.1,matzo crackers whole wheat,1.3,98.0,0.0,3.3,0.4,3.7,other,30.320948892377466,6
0.07,0.041,0.057,11.2,22.0,matzo crackers with egg,0.8,109.0,0.0,0.8,0.6,3.4,other,14.342899709872187,6
0.086,0.013,0.067,0.015,3.3,granola bites,0.074,23.0,1.5,0.3,0.9,0.4,other,16.33835005574136,0
0.0,0.068,0.2,10.1,19.5,crackers whole wheat,0.9,120.0,0.3,2.9,4.0,3.0,other,18.98076923076923,6
10.6,0.099,0.1,79.8,91.8,tropical trail mix,3.7,619.0,0.0,0.0,23.9,8.8,other,10.213537135992711,1
0.0,0.079,0.9,26.5,79.8,soft pretzels,4.5,389.0,0.3,2.0,3.6,9.4,other,12.027882143563376,1
0.0,0.0,0.084,9.3,7.9,corn tostada shell,0.2,58.0,0.0,0.7,2.9,0.8,other,3.1491305629236668,0
0.0,0.077,0.0,3.6,23.4,matzo crackers,0.9,111.0,0.098,0.8,0.4,2.8,other,22.09632709632709,6
0.0,0.051,0.027,11.5,0.9,sesame crunch,0.019,9.0,0.6,0.1,0.6,0.2,other,152.66856600189934,0
1.9,0.01,0.2,159.1,65.6,trail mix with chocolate chips,4.9,707.0,0.0,0.0,46.6,20.7,other,6.233634352446234,2
0.0,0.2,0.078,26.5,93.0,cracker meal,5.3,440.0,0.4,3.0,2.0,10.7,other,18.51884226884227,1
0.0,0.093,0.053,2.3,34.1,puffed rice,12.0,153.0,0.0,0.6,0.2,2.4,other,58.88469917881681,6
0.0,0.0,0.0,0.0,0.5,filinchen gutena,0.0,19.0,0.028,0.0,0.2,0.4,other,0.0,0
0.0,0.055,0.2,27.9,23.0,melba toast crackers,1.1,117.0,0.3,1.9,1.0,3.6,other,18.809628168602526,6
0.026,0.069,0.052,10.1,21.6,matzo crackers with egg onion,1.2,109.0,0.0,1.4,1.1,2.8,other,22.681173057319846,6
0.0,0.0,0.2,2.5,20.3,cornnuts,0.5,126.0,0.2,2.0,4.4,2.4,other,2.357210690544024,6
0.084,0.1,0.4,0.01,24.1,pretzels,0.08,115.0,0.7,1.0,0.9,3.0,other,22.207432181345222,6
42.0,0.002,0.072,25.6,37.2,potato raw,1.7,164.0,1.7,4.7,0.2,4.3,raw,35.71972065874505,6
